线路名称,方向,站点序号,站点名称
26,0,7,月坛北街北站
26,0,8,展览路口南
26,0,9,百万庄东口
26,0,10,二里沟东口
26,0,11,北京展览馆
26,0,12,西直门外
26,0,13,地铁西直门站
26,0,14,北下关
26,0,15,北京交通大学
26,0,16,大柳树南站
26,0,17,大慧寺
26,0,18,魏公村
26,0,19,中国农业科学院
26,0,20,四通桥西
26,0,21,三义庙
26,0,22,万泉庄
26,0,23,人民大学西门
26,0,24,北京市地震局
26,0,25,中关村西
26,0,26,中关村一街
26,0,27,保福寺桥西
26,0,28,北京城市学院
26,0,29,成府路口南
26,0,30,学院路北口
26,0,31,中国农业大学东校区
26,0,32,二里庄北口
26,0,33,二里庄
26,1,1,二里庄
26,1,2,二里庄北口
26,1,3,中国农业大学东校区
26,1,4,学院路北口
26,1,5,成府路口南
26,1,6,北京城市学院
26,1,7,保福寺桥西
26,1,8,中关村一街
26,1,9,中关村西
26,1,10,北京市地震局
26,1,11,人民大学西门
26,1,12,万泉庄
26,1,13,三义庙
26,1,14,四通桥南
26,1,15,中国农业科学院
26,1,16,魏公村
26,1,17,大慧寺
26,1,18,大柳树南站
26,1,19,北京交通大学
26,1,20,北下关
26,1,21,地铁西直门站
26,1,22,西直门外
26,1,23,北京展览馆
26,1,24,二里沟东口
26,1,25,百万庄东口
26,1,26,展览路口北
26,1,27,月坛北街北站
26,1,28,月坛南街北站
26,1,29,三里河东路南口
26,1,30,白云路
26,1,31,白云观
26,1,32,天宁寺桥西
26,1,33,西便门
27,0,1,安定门外
27,0,2,地兴居
27,0,3,六铺炕
27,0,4,后九条
27,0,5,安德路西口
27,0,6,德胜门西
27,0,7,新街口豁口
27,0,8,玉桃园
27,0,9,西直门外
27,0,10,动物园
27,0,11,白石桥东
27,0,12,四道口北
27,0,13,外文印刷厂
27,0,14,老虎庙
27,0,15,花园桥东
27,0,16,花园桥南
27,0,17,航天桥北
27,0,18,航天桥西
27,0,19,西钓鱼台
27,0,20,定慧寺东
27,1,1,定慧寺东
27,1,2,西钓鱼台
27,1,3,航天桥西
27,1,4,航天桥北
27,1,5,花园桥南
27,1,6,花园桥东
27,1,7,老虎庙
27,1,8,外文印刷厂
27,1,9,四道口北
27,1,10,白石桥东
27,1,11,动物园
27,1,12,西直门外
27,1,13,玉桃园
27,1,14,积水潭桥东
27,1,15,德胜门
27,1,16,安德路西口
27,1,17,后九条
27,1,18,六铺炕
27,1,19,地兴居
27,1,20,安定门外
28,0,1,弘燕公交场站
28,0,2,西大望路南口
28,0,3,周家庄
28,0,4,十里河居然之家
28,0,5,十里河桥北
28,0,6,华威桥南
28,0,7,潘家园桥
28,0,8,劲松桥南
28,0,9,双井桥南
28,0,10,双井桥北
28,0,11,双花园
28,0,12,大北窑南
28,0,13,大北窑西
28,0,14,永安里路口北
28,0,15,芳草地南
28,0,16,芳草地
28,0,17,东大桥公交场站
28,1,1,东大桥公交场站
28,1,2,芳草地
28,1,3,芳草地南
28,1,4,永安里路口北
28,1,5,大北窑西
28,1,6,大北窑南
28,1,7,双花园
28,1,8,双井桥
28,1,9,双井桥南
28,1,10,劲松桥南
28,1,11,潘家园桥
28,1,12,十里河桥北
28,1,13,十里河桥东
28,1,14,十里河居然之家
28,1,15,周家庄
28,1,16,西大望路南口
28,1,17,弘燕公交场站
29,0,1,弘燕公交场站
29,0,2,西大望路南口
29,0,3,小武基桥北
29,0,4,弘燕桥西
29,0,5,双龙小区
29,0,6,北京工业大学南门
29,0,7,松榆东里南门
29,0,8,武圣路南口
29,0,9,武圣路
29,0,10,武圣东里
29,0,11,农光东里
29,0,12,劲松桥东
29,0,13,劲松中街
29,0,14,光明桥东
29,0,15,广渠门
29,0,16,东便门
29,0,17,北京站西街西口
29,0,18,北京站东
29,1,1,北京站东
29,1,2,广渠门
29,1,3,光明桥东
29,1,4,劲松中街
29,1,5,劲松桥东
29,1,6,农光东里
29,1,7,武圣东里
29,1,8,武圣路
29,1,9,松榆里
29,1,10,松榆东里南门
29,1,11,北京工业大学南门
29,1,12,四方桥西
29,1,13,弘燕桥
29,1,14,小武基桥北
29,1,15,西大望路南口
29,1,16,弘燕公交场站
2,0,1,宽街路口南
2,0,2,美术馆北
2,0,3,沙滩路口南
2,0,4,北京妇产医院
2,0,5,东华门
2,0,6,南河沿
2,0,7,天安门东
2,0,8,天安门广场西
2,0,9,前门
2,0,10,大栅栏
2,0,11,珠市口南
2,0,12,天桥
2,0,13,天坛西门
2,0,14,先农坛
2,0,15,永定门内
2,0,16,沙子口
2,0,17,木樨园桥北
2,0,18,木樨园桥东
2,0,19,赵公口桥西
2,0,20,刘家窑桥西
2,0,21,刘家窑桥东
2,0,22,顺四条
2,0,23,宋家庄
2,0,24,地铁宋家庄站
2,0,25,双庙北
2,0,26,双庙
2,1,1,双庙
2,1,2,双庙北
2,1,3,地铁宋家庄站
2,1,4,宋家庄
2,1,5,顺四条
2,1,6,刘家窑桥东
2,1,7,刘家窑桥西
2,1,8,赵公口桥西
2,1,9,木樨园桥东
2,1,10,木樨园桥北
2,1,11,沙子口
2,1,12,永定门内
2,1,13,先农坛
2,1,14,天坛西门
2,1,15,天桥
2,1,16,珠市口南
2,1,17,大栅栏
2,1,18,前门
2,1,19,天安门广场东
2,1,20,天安门东
2,1,21,南河沿
2,1,22,东华门
2,1,23,北京妇产医院
2,1,24,沙滩路口南
2,1,25,亮果厂
2,1,26,宽街路口南
300内,0,1,和平东桥
300内,0,2,西坝河
300内,0,3,静安庄
300内,0,4,三元桥
300内,0,5,亮马桥
300内,0,6,双井桥北
300内,0,7,潘家园桥北
300内,0,8,十里河桥北
300内,0,9,方庄桥东
300内,0,10,方庄桥西
300内,0,11,刘家窑桥
300内,0,12,木樨园桥东
300内,0,13,木樨园桥
300内,0,14,木樨园桥西
300内,0,15,洋桥西
300内,0,16,草桥
300内,0,17,玉泉营桥西
300内,0,18,夏家胡同
300内,0,19,丽泽桥
300内,0,20,西局
300内,0,21,六里桥南
300内,0,22,六里桥北里
300内,0,23,公主坟南
300内,0,24,航天桥
300内,0,25,花园桥北
300内,0,26,紫竹桥
300内,0,27,万寿寺
300内,0,28,四通桥西
300内,0,29,蓟门桥西
300内,0,30,北太平桥西
300内,0,31,马甸桥东
300内,0,32,安华桥西
300内,0,33,安贞桥西
300内,0,34,安贞桥东
300内,0,35,和平东桥
300内,1,1,和平东桥
300内,1,2,西坝河
300内,1,3,静安庄
300内,1,4,三元桥
300内,1,5,亮马桥
300内,1,6,双井桥北
300内,1,7,双井桥南
300内,1,8,潘家园桥北
300内,1,9,十里河桥北
300内,1,10,方庄桥东
300内,1,11,方庄桥西
300内,1,12,刘家窑桥
300内,1,13,木樨园桥东
300内,1,14,木樨园桥
300内,1,15,木樨园桥西
300内,1,16,洋桥西
300内,1,17,草桥
300内,1,18,玉泉营桥西
300内,1,19,夏家胡同
300内,1,20,丽泽桥
300内,1,21,西局
300内,1,22,六里桥南
300内,1,23,六里桥北里
300内,1,24,公主坟南
300内,1,25,航天桥
300内,1,26,花园桥北
300内,1,27,紫竹桥
300内,1,28,万寿寺
300内,1,29,四通桥西
300内,1,30,蓟门桥西
300内,1,31,北太平桥西
300内,1,32,马甸桥东
300内,1,33,安华桥西
300内,1,34,安贞桥西
300内,1,35,安贞桥东
300内,1,36,和平东桥
300外,0,1,十里河桥北
300外,0,2,华威桥南
300外,0,3,潘家园桥北
300外,0,4,双井桥北
300外,0,5,亮马桥
300外,0,6,三元桥
300外,0,7,静安庄
300外,0,8,西坝河
300外,0,9,安贞桥东
120,1,26,赵公口桥西
120,1,27,赵公口桥南
120,1,28,石榴园
120,1,29,石榴园东区
121,0,1,阜成门内
121,0,2,阜成门
121,0,3,展览路
121,0,4,阜外西口
121,0,5,甘家口东
121,0,6,白堆子口东
121,0,7,马神庙
121,0,8,航天桥东
121,0,9,航天桥西
121,0,10,西钓鱼台
121,0,11,定慧寺东
121,0,12,定慧桥东
121,0,13,定慧桥北
121,0,14,五路桥
121,0,15,营慧寺
121,0,16,四季青桥南
121,0,17,四季青桥北
121,0,18,东冉村
121,0,19,南坞
121,1,1,南坞
121,1,2,南坞(南行)
121,1,3,东冉村
121,1,4,四季青桥北
121,1,5,四季青桥南
121,1,6,营慧寺
121,1,7,五路桥
121,1,8,定慧桥北
121,1,9,定慧桥东
121,1,10,定慧寺东
121,1,11,西钓鱼台
121,1,12,航天桥西
121,1,13,航天桥东
121,1,14,马神庙
121,1,15,白堆子口东
121,1,16,甘家口东
121,1,17,阜外西口
121,1,18,展览路
121,1,19,阜成门
121,1,20,阜成门内
122,0,1,北京西站南广场
122,0,2,湾子
122,0,3,广外甘石桥
122,0,4,达官营
122,0,5,广外关厢
122,0,6,广安门南
122,0,7,椿树馆街
122,0,8,白纸坊桥南
122,0,9,菜户营桥北
122,0,10,菜户营桥东
122,0,11,大观园
122,0,12,右安门东
122,0,13,开阳桥东
122,0,14,陶然亭公园南门
122,0,15,陶然桥东
122,0,16,永定门东
122,0,17,天坛南门
122,0,18,玉蜓桥西
122,0,19,芳古园北
122,0,20,方庄环岛西
122,0,21,芳城园
122,0,22,左安门外
122,0,23,肿瘤医院
122,0,24,劲松南路西口
122,0,25,光明桥
122,0,26,广渠门
122,0,27,建国门南
122,0,28,北京站东
122,1,1,北京站东
122,1,2,建国门南
122,1,3,广渠门
122,1,4,光明桥
122,1,5,肿瘤医院
122,1,6,左安门外
122,1,7,芳城园
122,1,8,方庄环岛西
122,1,9,芳古园
122,1,10,蒲黄榆
122,1,11,玉蜓桥西
122,1,12,天坛南门
122,1,13,永定门东
122,1,14,永定门西
122,1,15,陶然亭公园南门
122,1,16,开阳桥西
122,1,17,右安门西
122,1,18,大观园
122,1,19,菜户营桥北
122,1,20,白纸坊桥北
122,1,21,椿树馆街
122,1,22,广安门南
122,1,23,广外关厢
122,1,24,达官营
122,1,25,广外甘石桥
122,1,26,湾子
122,1,27,莲花池
122,1,28,北京西站南广场
123,0,1,牡丹园西
123,0,2,牡丹园
123,0,3,北太平桥东
123,0,4,马甸桥南
123,0,5,德外关厢
123,0,6,黄寺大街西口
123,0,7,阳光丽景小区
123,0,8,黄寺
123,0,9,黄寺大街东口
123,0,10,安华西里
123,0,11,外馆斜街
123,0,12,小黄庄
123,0,13,青年沟西口
123,0,14,和平里西街
123,0,15,青年沟东口
123,0,16,和平里路口东
123,0,17,地铁柳芳站
123,0,18,东土城路
123,0,19,东土城路南口
123,0,20,北官厅
123,0,21,东直门北
123,0,22,东直门
123,0,23,春秀路口北
123,0,24,春秀路北口
123,0,25,香河园桥
123,1,1,东外斜街
123,1,2,春秀路北口
123,1,3,春秀路口北
123,1,4,东直门
123,1,5,东直门北
123,1,6,东土城路南口
123,1,7,东土城路
123,1,8,地铁柳芳站
123,1,9,和平里路口北
123,1,10,青年沟东口
123,1,11,和平里西街
123,1,12,青年沟西口
123,1,13,小黄庄
123,1,14,外馆斜街
123,1,15,安华西里
123,1,16,黄寺大街东口
123,1,17,黄寺
123,1,18,阳光丽景小区
123,1,19,黄寺大街西口
123,1,20,马甸桥南
123,1,21,马甸桥西
123,1,22,北太平桥西
123,1,23,牡丹园西
124,0,1,西四路口东
124,0,2,西安门
124,0,3,北海
124,0,4,故宫
124,0,5,景山东门
124,0,6,景山东街
124,0,7,地安门内
124,0,8,地安门外
124,0,9,鼓楼
124,0,10,宝钞胡同
124,0,11,小经厂
124,0,12,方家胡同
124,0,13,安定门内
124,0,14,地坛西门
124,0,15,蒋宅口
124,0,16,安外甘水桥
124,0,17,安贞里
124,0,18,五路居
124,0,19,奥体东门
124,0,20,安慧桥北
124,0,21,炎黄艺术馆
124,0,22,大屯南
124,1,1,大屯东
124,1,2,大屯南
124,1,3,炎黄艺术馆
124,1,4,安慧桥北
124,1,5,奥体东门
124,1,6,五路居
124,1,7,安贞里
124,1,8,安外甘水桥
124,1,9,蒋宅口
124,1,10,地坛西门
124,1,11,安定门内
124,1,12,方家胡同
124,1,13,小经厂
124,1,14,宝钞胡同
124,1,15,鼓楼
124,1,16,地安门外
124,1,17,地安门内
124,1,18,景山东街
124,1,19,景山东门
124,1,20,故宫
124,1,21,北海
124,1,22,西安门
124,1,23,西四丁字街
125,0,1,芍药居
125,0,2,中国现代文学馆
125,0,3,对外经贸大学
125,0,4,惠新里
125,0,5,惠新苑
125,0,6,惠新西街南口
125,0,7,和平西桥北
125,0,8,和平西桥南
125,0,9,和平里北街
125,0,10,和平里中街
125,0,11,地坛东门
125,0,12,雍和宫桥北
125,0,13,安定门
125,1,1,安定门
125,1,2,地坛西门
125,1,3,和平里中街西口
125,1,4,地坛北门
125,1,5,和平里中街
125,1,6,和平里北街
125,1,7,和平西桥南
125,1,8,和平西桥北
125,1,9,惠新西街南口
125,1,10,惠新苑
125,1,11,惠新里
125,1,12,对外经贸大学
125,1,13,中国现代文学馆
125,1,14,育慧南路
125,1,15,望和桥
125,1,16,芍药居
126,0,1,北京站东
126,0,2,北京站前街
126,0,3,北京站口东
126,0,4,日坛路
126,0,5,永安里路口西
126,0,6,永安里路口北
126,0,7,芳草地南
126,0,8,芳草地
126,0,9,东大桥路口东
126,0,10,东大桥东站
126,0,11,呼家楼北街
126,0,12,水碓子
126,0,13,金台路
126,0,14,金台路口东
126,0,15,延静里
126,0,16,红领巾公园
126,0,17,八里庄南里
126,0,18,十里堡北里
126,0,19,青年路口
126,0,20,青年路小区
126,0,21,四季星河南街
126,0,22,黄杉木店路南口
126,0,23,黄杉木店路
126,0,24,黄杉木店路北口
126,0,25,平房
126,0,26,平房东口
126,0,27,石各庄西
126,0,28,石各庄
126,1,1,石各庄
126,1,2,石各庄西
126,1,3,平房东口
126,1,4,黄杉木店路北口
126,1,5,黄杉木店路
126,1,6,黄杉木店路南口
126,1,7,四季星河南街
126,1,8,青年路小区
126,1,9,青年路口
126,1,10,十里堡北里
126,1,11,八里庄南里
126,1,12,红领巾公园
126,1,13,延静里
126,1,14,金台路口东
126,1,15,金台路
126,1,16,水碓子
126,1,17,呼家楼北街
126,1,18,东大桥东站
126,1,19,东大桥
126,1,20,东大桥路口南
126,1,21,芳草地
126,1,22,芳草地南
126,1,23,永安里路口西
126,1,24,日坛路
126,1,25,北京站东
127,0,1,北京站西
127,0,2,北京站西街西口
127,0,3,东单路口南
127,0,4,王府井
127,0,5,王府井路口北
127,0,6,新东安市场
127,0,7,灯市西口
127,0,8,美术馆北
127,0,9,大佛寺
127,0,10,宽街路口南
127,0,11,北兵马司
127,0,12,交道口南
127,0,13,方家胡同
127,0,14,安定门内
127,0,15,地坛西门
127,0,16,和平里北街西口
127,0,17,兴化路
127,0,18,和平里北街
127,0,19,和平里路口西
127,0,20,地铁柳芳站
127,1,1,地铁柳芳站
127,1,2,柳芳北街
127,1,3,国际展览中心
127,1,4,静安庄
127,1,5,静安里
127,1,6,柳芳东口
127,1,7,柳芳西口
127,1,8,西坝河南路
127,1,9,地铁柳芳站(西行)
127,1,10,和平里路口西
127,1,11,和平里北街
127,1,12,兴化路
127,1,13,和平里北街西口
127,1,14,地坛西门
127,1,15,安定门内
127,1,16,方家胡同
127,1,17,交道口南
127,1,18,北兵马司
127,1,19,宽街路口南
127,1,20,大佛寺
127,1,21,美术馆北
127,1,22,灯市西口
127,1,23,新东安市场
127,1,24,王府井
127,1,25,东单路口南
127,1,26,北京站西
128,0,1,后库
128,0,2,北京三十九中学
128,0,3,西安门
128,0,4,北海
128,0,5,故宫
128,0,6,沙滩路口西
128,0,7,美术馆东
128,0,8,东四路口南
128,0,9,灯市东口
128,0,10,米市大街
128,0,11,东单路口北
128,0,12,崇文门内
128,0,13,花市路口南
128,0,14,磁器口北
128,0,15,红桥路口北
128,0,16,法华寺
128,0,17,天坛体育场
128,0,18,东侧路
128,0,19,蒲方路西口
128,0,20,方庄环岛西
128,0,21,方庄环岛南
128,0,22,方庄南口
128,0,23,东铁营桥东
128,0,24,方庄桥南
128,0,25,方庄南路南口
128,0,26,成仪路
128,0,27,郭家村
128,0,28,城外诚
128,1,1,城外诚
128,1,2,郭家村
128,1,3,成仪路
128,1,4,方庄南路南口
128,1,5,方庄桥南
128,1,6,方庄桥西
128,1,7,方庄南口
128,1,8,方庄环岛南
128,1,9,方庄环岛西
128,1,10,蒲方路西口
128,1,11,蒲黄榆
128,1,12,东侧路
128,1,13,天坛体育场
128,1,14,法华寺
128,1,15,红桥路口北
128,1,16,磁器口北
128,1,17,花市路口南
128,1,18,崇文门内
128,1,19,东单路口南
128,1,20,米市大街
128,1,21,灯市东口
128,1,22,东四路口南
128,1,23,美术馆东
128,1,24,沙滩路口西
128,1,25,故宫
128,1,26,北海
128,1,27,西安门
128,1,28,后库
12,0,1,五间楼
12,0,2,横七条
12,0,3,刘家窑桥东
12,0,4,方庄南口
12,0,5,芳星园
12,0,6,八里河
12,0,7,左安门外
12,0,8,左安门内
12,0,9,龙潭湖游泳池
12,0,10,龙潭公园
12,0,11,龙潭湖
12,0,12,光明楼
12,0,13,夕照寺
12,0,14,夕照寺街北口
12,0,15,广渠门内
12,0,16,安化楼
12,0,17,培新街
12,0,18,南花市大街
12,0,19,羊市口
12,0,20,花市路口北
12,0,21,崇文门东
12,0,22,北花市大街
12,0,23,小市口
12,0,24,东花市大街
12,0,25,白桥大街
12,0,26,夕照寺街北口
12,0,27,夕照寺
12,0,28,光明楼
12,0,29,龙潭湖
12,0,30,龙潭公园
12,0,31,龙潭湖游泳池
12,0,32,左安门内
12,0,33,左安门外
12,0,34,八里河
12,0,35,芳城园
12,0,36,方庄南口
12,0,37,刘家窑桥东
12,0,38,横七条
12,0,39,五间楼
130,0,1,北官厅
130,0,2,东直门北
130,0,3,东土城路南口
130,0,4,东土城路
130,0,5,地铁柳芳站
130,0,6,柳芳北街
130,0,7,国际展览中心
130,0,8,七圣南路
130,0,9,西坝河南里
130,0,10,光熙门北里
130,0,11,七圣路
130,0,12,西坝河(东行)
130,0,13,静安庄
130,0,14,西坝河(西行)
130,0,15,西坝河北里
130,0,16,西坝河路北口
130,0,17,夏家园
130,0,18,望京桥南
130,0,19,望京桥北
130,0,20,南湖西里
130,0,21,南湖南路
130,0,22,花家地西里
130,0,23,大西洋新城南门
130,0,24,大西洋新城东门
130,0,25,侯庄路口南
130,0,26,望京花园西区
130,0,27,利泽西街东口
130,0,28,东湖
130,1,1,东湖
130,1,2,利泽西街东口
130,1,3,望京花园西区
130,1,4,侯庄路口南
130,1,5,大西洋新城东门
130,1,6,大西洋新城南门
130,1,7,花家地西里
130,1,8,南湖南路
130,1,9,南湖西里
130,1,10,望京桥北
130,1,11,望京桥南
130,1,12,夏家园
130,1,13,西坝河路北口
130,1,14,西坝河北里
130,1,15,西坝河
130,1,16,太阳宫桥(西行)
130,1,17,太阳宫桥(东行)
130,1,18,七圣路
130,1,19,光熙门北里
130,1,20,西坝河南里
130,1,21,七圣南路
130,1,22,国际展览中心
130,1,23,柳芳北街
130,1,24,地铁柳芳站
130,1,25,东土城路
130,1,26,东土城路南口
130,1,27,北官厅(西行)
130,1,28,北小街豁口
130,1,29,雍和宫桥东(西行)
130,1,30,雍和宫桥东(东行)
130,1,31,北官厅
131,0,1,望京科技创业园
131,0,2,望京花园
131,0,3,宏昌路
131,0,4,侯庄路口南
131,0,5,大西洋新城东门
131,0,6,广顺南大街北口
131,0,7,望花路
131,0,8,花家地北里
131,0,9,花家地南里
131,0,10,法制日报社
131,0,11,四元桥西
131,0,12,三元桥东站
131,0,13,三元桥
131,0,14,三元桥西站
131,0,15,左家庄
131,0,16,东直门枢纽站
131,0,17,东直门
131,1,1,东直门
131,1,2,东直门枢纽站
131,1,3,左家庄
131,1,4,三元桥西站
131,1,5,三元桥
131,1,6,三元桥东站
